PLAYER_NAME,AGE,TEAM,POSITION,G,GAMES_STARTED,MIN,FG,FGA,FG_PCT,3P,3PA,3P_PCT,2P,2PA,2P_PCT,EFG_PCT,FT,FTA,FT_PCT,ORB,DRB,REB,AST,STL,BLK,TOV,PF,PTS,AWARDS,SEASON,PER,TS_PCT,3PAR,FTR,ORB_PCT,DRB_PCT,TRB_PCT,AST_PCT,STL_PCT,BLK_PCT,TOV_PCT,USG_PCT,OWS,DWS,WS,WS_48,OBPM,DBPM,BPM,VORP,LAST_TEAM,DATA_TYPE,POSITION_GROUP,PLAYER_NAME_RAW,SALARY,SALARY_M,SALARY_TOTAL_M,YEARS_REMAINING,SALARY_AVG_PER_YR_M,SALARY_TIER,WIN_IMPACT_RAW,WIN_IMPACT_SCORE,UNDERVALUED_FLAG,GP_PCT,AVAIL_ROLLING,AVAILABILITY_SCORE,POS_C,POS_F,POS_G,PREDICTED_SALARY_M,MARKET_DELTA,MARKET_DELTA_CLIPPED,MARKET_DELTA_INV,MARKET_SCORE,OVERPAID_MAX_FLAG,PLAYMAKER_FLAG,AGE_SCORE_RAW,AGE_SCORE,SALARY_CAP_PCT,BPM_PERCENTILE,CAP_EFFICIENCY_RAW,CAP_EFFICIENCY_SCORE,EXPECTED_MIN,MIN_RATIO,ROLE_FIT_SCORE,APRON_SCORE,TEAM_PAYROLL_M,APRON_STATUS,PAYROLL_SHARE_PCT,PAYROLL_CONTEXT_SCORE,ACCOLADES_RAW,ACCOLADES_SCORE,MARKETABILITY_SCORE,JERSEY_SALES_SCORE,CONTRACT_TYPE,CONTRACT_TYPE_SCORE,SOCIAL_MEDIA_SCORE,INJURY_RISK_SCORE,TEAM_WINPCT_DELTA,CVI_SCORE,CVI_VERDICT,ROOKIE_SCALE_FLAG,SALARY_TIER_PERCENTILE,BPM_TIER_PERCENTILE,CVI_PLAYER_SCORE,CVI_PLAYER_VERDICT,CVI_GAP,PLAYOFF_SEASON,PLAYOFF_G,PLAYOFF_BPM,PLAYOFF_BPM_DELTA,DELTA_SCORE,PLAYOFF_BPM_SCORE,PLAYOFF_G_CAPPED,EXPERIENCE_SCORE,PRESSURE_SCORE,CVI_SCORE_FINAL,CVI_PLAYER_SCORE_FINAL,CVI_GAP_FINAL,CVI_VERDICT_FINAL,PLAYOFF_IMPACT,DISPLAY_TIER,MODEL_PROB,MODEL_VERDICT,LABEL,LABEL_SOURCE,CONDITIONS_MET,TEAM_WINPCT
Bol Bol,23,ORL,PF,70.0,33.0,21.5,3.7,6.8,0.546,0.4,1.6,0.265,3.3,5.2,0.633,0.5770000000000001,1.2,1.5,0.759,1.0,4.8,5.8,1.0,0.4,1.2,1.6,1.3,9.1,,2022-23,14.4,0.603,0.236,0.226,5.2,25.3,15.2,6.9,1.0,5.5,17.6,18.2,0.0,2.2,2.3,0.072,-1.8,0.9,-0.9,0.4,ORL,training,F,Bol Bol,2200000.0,2.2,,,,role,0.3549999999999998,46.0,0,0.8536585365853658,0.8536585365853658,80.6,False,True,False,7.15,-4.95,-4.95,4.95,76.5,0,0,78.3,78.3,1.7784963621665322,52.4,20.4,59.9,18,1.1944444444444444,91.0,50.0,102.61,below,2.1,100.0,0.0,0.0,50.0,50.0,unknown,50.0,50.0,50.0,,67.6,good,1,40.2,60.6,65.8,good,1.8,,,,,,,,,50.0,66.4,65.1,1.3,good,-1.2,rookie scale,,,1.0,auto_v2,3.0,0.415
Bol Bol,24,PHO,PF,43.0,0.0,10.9,2.2,3.5,0.616,0.5,1.2,0.423,1.7,2.3,0.7170000000000001,0.6890000000000001,0.3,0.4,0.789,0.7,2.4,3.2,0.4,0.2,0.6,0.4,1.0,5.2,,2023-24,18.7,0.7,0.344,0.126,8.1,24.1,16.5,5.3,1.0,4.7,10.7,16.5,1.0,0.7,1.6,0.168,1.4,0.8,2.1,0.5,PHO,training,F,Bol Bol,2019706.0,2.02,,,,role,1.415,52.9,0,0.524390243902439,0.6478658536585367,53.4,False,True,False,7.38,-5.359999999999999,-5.359999999999999,5.359999999999999,77.4,0,0,88.2,88.2,1.4852941176470589,86.3,68.4,87.0,18,0.6055555555555556,40.9,50.0,188.25,below,1.1,100.0,0.0,0.0,50.0,50.0,unknown,50.0,50.0,50.0,,64.0,good,1,23.3,91.7,62.1,good,1.9,,,,,,,,,50.0,63.2,61.6,1.6,good,-0.8,rookie scale,,,-1.0,auto_v2,2.0,
Bol Bol,25,PHO,PF,36.0,10.0,12.4,2.7,5.1,0.525,0.9,2.6,0.344,1.8,2.5,0.711,0.612,0.6,0.7,0.769,0.6,2.3,2.9,0.6,0.3,0.7,0.6,0.6,6.8,,2024-25,18.4,0.627,0.508,0.142,5.1,20.4,13.0,7.7,1.0,5.2,9.3,21.1,0.6,0.3,0.9,0.0969999999999999,1.7,-0.9,0.8,0.3,PHO,training,F,Bol Bol,2087519.0,2.09,,,,role,0.65,47.9,0,0.4390243902439024,0.5475609756097561,40.2,False,True,False,6.9,-4.8100000000000005,-4.8100000000000005,4.8100000000000005,76.2,0,0,95.6,95.6,1.4864864864864864,73.7,53.7,78.7,18,0.6888888888888889,48.0,50.0,213.29,below,1.0,100.0,0.0,0.0,50.0,50.0,unknown,50.0,50.0,50.0,,61.6,good,0,25.2,78.9,59.1,good,2.5,,,,,,,,,50.0,61.0,58.8,2.2,borderline,-0.6,role,,,-1.0,auto_v2,2.0,
Bones Hyland,21,DEN,SG,69.0,4.0,19.0,3.3,8.3,0.4029999999999999,1.9,5.2,0.366,1.4,3.1,0.465,0.518,1.6,1.8,0.856,0.2,2.5,2.7,2.8,0.6,0.3,1.2,2.2,10.1,,2021-22,14.4,0.5579999999999999,0.627,0.2189999999999999,1.2,14.4,8.0,21.2,1.5,1.4,12.1,23.8,1.1,1.3,2.4,0.088,0.3,-0.7,-0.4,0.5,DEN,training,G,Bones Hyland,2096880.0,2.1,,,,role,0.615,47.7,0,0.8414634146341463,0.8414634146341463,79.0,False,False,True,5.89,-3.79,-3.79,3.79,73.9,0,0,48.7,48.7,1.8683274021352312,58.7,25.0,62.5,18,1.0555555555555556,79.2,50.0,136.54,below,1.5,100.0,0.0,0.0,50.0,50.0,unknown,50.0,50.0,50.0,,63.0,good,1,40.7,65.7,60.8,good,2.2,,,,,,,,,50.0,62.2,60.4,1.8,good,-0.8,rookie scale,,,1.0,auto_v2,3.0,
Bones Hyland,22,2TM,PG,56.0,1.0,19.4,4.1,10.2,0.3989999999999999,2.1,5.6,0.371,2.0,4.6,0.434,0.502,1.5,1.8,0.843,0.4,2.1,2.4,3.1,0.7,0.3,1.5,1.7,11.8,,2022-23,14.9,0.535,0.552,0.179,2.1,11.8,7.1,23.4,1.8,1.2,11.7,28.0,0.3,1.1,1.4,0.062,0.4,-1.2,-0.8,0.3,LAC,training,G,Bones Hyland,2201520.0,2.2,,,,role,0.1349999999999999,44.5,0,0.6829268292682927,0.7423780487804879,65.9,False,False,True,5.12,-2.92,-2.92,2.92,72.0,0,0,60.7,60.7,1.7784963621665322,53.9,22.0,60.8,18,1.0777777777777775,81.1,50.0,185.11,below,1.2,100.0,0.0,0.0,50.0,50.0,unknown,50.0,50.0,50.0,,61.6,good,1,40.2,62.2,59.0,good,2.6,,,,,,,,,50.0,60.9,58.7,2.2,borderline,-0.7,rookie scale,,,1.0,auto_v2,3.0,
Bones Hyland,23,LAC,PG,37.0,5.0,14.6,2.6,6.8,0.386,1.2,3.6,0.326,1.4,3.1,0.457,0.474,0.5,0.6,0.7829999999999999,0.1,1.4,1.5,2.5,0.7,0.1,1.2,1.4,6.9,,2023-24,10.8,0.49,0.5379999999999999,0.092,1.1,10.1,5.7,24.5,2.4,0.7,14.4,24.8,-0.5,0.5,0.0,0.003,-2.8,-0.8,-3.6,-0.2,LAC,training,G,Bones Hyland,2306400.0,2.31,,,,role,-1.5100000000000002,33.8,0,0.4512195121951219,0.598780487804878,46.9,False,False,True,3.15,-0.8399999999999999,-0.8399999999999999,0.8399999999999999,67.4,0,0,72.6,72.6,1.698529411764706,16.1,-14.6,40.2,18,0.8111111111111111,58.4,50.0,200.01,below,1.2,100.0,0.0,0.0,50.0,50.0,unknown,50.0,50.0,50.0,,53.2,borderline,1,32.7,18.1,49.3,borderline,3.9,,,,,,,,,50.0,53.1,49.7,3.4,borderline,-0.1,rookie scale,,,0.0,auto_v2,1.0,
Bones Hyland,24,2TM,PG,24.0,0.0,10.0,2.0,4.9,0.3979999999999999,1.3,3.4,0.39,0.6,1.5,0.417,0.534,1.0,1.1,0.885,0.2,0.8,1.0,1.3,0.8,0.2,1.0,1.2,6.2,,2024-25,16.0,0.5760000000000001,0.695,0.22,2.4,9.3,5.9,20.1,3.7,1.7,16.2,28.2,0.1,0.4,0.5,0.095,0.9,1.8,2.7,0.3,MIN,training,G,Bones Hyland,4158439.0,4.16,,,,role,1.31,52.2,0,0.2926829268292683,0.4182926829268293,23.1,False,False,True,5.34,-1.1799999999999995,-1.1799999999999995,1.1799999999999995,68.1,0,0,83.5,83.5,2.958748221906117,87.5,35.5,68.5,18,0.5555555555555556,36.6,50.0,208.12,below,2.0,100.0,0.0,0.0,50.0,50.0,unknown,50.0,50.0,50.0,,55.1,good,1,56.3,91.8,51.8,good,3.3,,,,,,,,,50.0,55.1,51.9,3.2,borderline,0.0,rookie scale,,,-1.0,auto_v2,2.0,
Bones Hyland,25,MIN,PG,71.0,3.0,16.6,3.0,6.6,0.4529999999999999,1.6,4.2,0.3879999999999999,1.4,2.4,0.568,0.5770000000000001,0.9,1.2,0.78,0.3,1.5,1.8,2.6,0.6,0.2,1.0,1.7,8.5,,2025-26,15.1,0.599,0.639,0.175,2.2,9.5,5.9,22.8,1.8,1.3,12.2,20.6,1.8,1.3,3.1,0.128,1.2,0.5,1.7,1.1,MIN,current,G,Bones Hyland,2296274.0,2.3,2.3,1.0,2.3,role,1.84,55.6,0,0.8658536585365854,0.6109756097560975,48.5,False,False,True,11.06,-8.760000000000002,-8.760000000000002,8.760000000000002,84.9,0,0,92.3,92.3,1.6312056737588652,80.4,63.8,84.4,18,0.9222222222222224,67.8,100.0,194.51,below,1.2,100.0,0.0,0.0,50.0,50.0,unknown,50.0,50.0,50.0,,71.8,good,0,28.2,87.0,68.5,good,3.3,,,,,,,,,50.0,70.4,67.6,2.8,good,-1.4,role,95.7,good,,,,
Brad Wanamaker,32,2TM,PG,23.0,2.0,13.9,1.2,3.3,0.364,0.2,0.7,0.235,1.0,2.6,0.4,0.39,1.0,1.1,0.92,0.3,1.4,1.7,2.4,0.3,0.3,1.0,2.0,3.6,,2021-22,7.5,0.472,0.221,0.325,2.1,11.6,6.8,22.4,1.1,1.6,20.7,14.9,-0.1,0.1,0.0,0.004,-5.3,-0.5,-5.8,-0.3,WAS,training,G,Brad Wanamaker,,,,,,unknown,-2.425,25.7,0,0.2804878048780488,0.2804878048780488,4.8,False,False,True,8.54,,,,,0,0,36.0,36.0,,2.8,,,20,0.6950000000000001,48.5,50.0,147.07999999999998,below,,50.0,0.0,0.0,50.0,50.0,unknown,50.0,50.0,50.0,,36.9,bad,0,,13.9,35.3,bad,1.6,,,,,,,,,50.0,38.0,36.7,1.3,bad,1.1,unknown,,,0.0,auto_v2,1.0,0.427
Bradley Beal,28,WAS,SG,40.0,40.0,36.0,8.7,19.3,0.451,1.6,5.3,0.3,7.1,14.0,0.508,0.492,4.2,5.1,0.833,1.0,3.8,4.7,6.6,0.9,0.4,3.4,2.4,23.2,,2021-22,17.5,0.539,0.272,0.263,3.0,11.4,7.3,30.8,1.2,0.9,13.6,30.8,0.6,0.7,1.4,0.046,2.0,-1.2,0.8,1.0,WAS,training,G,Bradley Beal,33724200.0,33.72,,,,max,1.02,29.4,0,0.4878048780487805,0.4878048780487805,32.3,False,False,True,11.62,22.1,22.1,-22.1,16.5,1,1,96.0,96.0,30.0,74.6,-27.0,36.3,32,1.125,85.1,50.0,147.07999999999998,below,22.9,90.0,0.0,0.0,50.0,50.0,unknown,50.0,50.0,50.0,,49.8,borderline,0,45.8,18.8,42.8,borderline,7.0,,,,,,,,,50.0,48.1,43.5,4.6,borderline,-1.7,max,,,0.0,auto_v2,1.0,0.427
Bradley Beal,29,WAS,SG,50.0,50.0,33.5,8.9,17.6,0.506,1.6,4.4,0.365,7.3,13.2,0.552,0.551,3.8,4.6,0.8420000000000001,0.8,3.1,3.9,5.4,0.9,0.7,2.9,2.1,23.2,,2022-23,19.7,0.593,0.249,0.26,2.8,9.9,6.5,26.6,1.3,1.7,12.9,29.2,2.2,1.2,3.4,0.099,2.9,-1.2,1.8,1.6,WAS,training,G,Bradley Beal,43279250.0,43.28,,,,max,2.13,39.8,0,0.6097560975609756,0.5640243902439024,42.3,False,False,True,15.85,27.43,27.43,-27.43,4.7,1,1,84.9,84.9,34.98787388843977,85.2,-41.9,27.7,32,1.046875,78.5,50.0,142.09,below,30.5,80.0,0.0,0.0,50.0,50.0,unknown,50.0,50.0,50.0,,48.0,borderline,0,90.3,48.4,41.8,borderline,6.2,,,,,,,,,50.0,46.4,42.7,3.7,borderline,-1.6,max,,,0.0,auto_v2,0.0,0.427
Bradley Beal,30,PHO,SG,53.0,53.0,33.3,7.1,13.9,0.513,1.9,4.4,0.43,5.2,9.4,0.552,0.5820000000000001,2.1,2.5,0.813,1.0,3.4,4.4,5.0,1.0,0.5,2.5,2.4,18.2,,2023-24,16.3,0.607,0.32,0.182,3.6,10.8,7.4,22.5,1.4,1.3,14.2,22.7,2.4,1.5,3.9,0.107,0.9,-0.6,0.4,1.1,PHO,training,G,Bradley Beal,46741590.0,46.74,107.89,5.0,21.578,max,1.52,34.1,0,0.6463414634146342,0.603658536585366,47.6,False,False,True,14.77,31.97,29.545000000000027,-29.545000000000027,0.0,1,0,69.3,69.3,34.36764705882353,69.9,-68.6,12.2,32,1.040625,77.9,35.0,188.25,below,24.8,90.0,0.0,0.0,50.0,50.0,unknown,50.0,50.0,50.0,,40.8,bad,0,88.6,20.0,36.1,bad,4.7,,,,,,,,,50.0,41.9,37.3,4.6,bad,1.1,max,,,-1.0,auto_v2,2.0,
Bradley Beal,31,PHO,SG,53.0,38.0,32.1,6.5,13.1,0.497,1.9,5.0,0.386,4.6,8.1,0.565,0.5710000000000001,2.1,2.6,0.8029999999999999,0.6,2.7,3.3,3.7,1.1,0.5,1.9,2.6,17.0,,2024-25,15.2,0.598,0.38,0.1969999999999999,2.3,9.1,5.8,17.6,1.7,1.5,11.6,22.1,1.9,0.6,2.4,0.068,-0.1,-1.0,-1.1,0.4,PHO,training,G,Bradley Beal,50203930.0,50.2,107.89,5.0,21.578,max,0.2999999999999999,22.7,0,0.6463414634146342,0.6390243902439025,52.3,False,False,True,11.69,38.510000000000005,29.545000000000027,-29.545000000000027,0.0,1,0,46.0,46.0,35.704125177809395,45.5,-89.80000000000001,0.0,32,1.003125,74.7,25.0,213.29,below,23.5,90.0,0.0,0.0,50.0,50.0,unknown,50.0,50.0,50.0,,34.3,bad,0,94.9,5.1,29.1,bad,5.2,,,,,,,,,50.0,35.8,30.9,4.9,bad,1.5,max,,,-1.0,auto_v2,2.0,
Branden Carlson,25,OKC,C,32.0,0.0,7.7,1.3,3.0,0.4429999999999999,0.7,2.1,0.3329999999999999,0.7,1.0,0.677,0.557,0.4,0.6,0.778,0.5,1.2,1.7,0.4,0.2,0.7,0.2,0.7,3.8,,2024-25,17.6,0.581,0.68,0.186,7.6,15.8,11.8,7.5,1.0,8.6,6.3,19.3,0.4,0.5,0.9,0.177,0.5,0.8,1.3,0.2,OKC,training,C,Branden Carlson,990895.0,0.99,,,,role,0.815,49.0,0,0.3902439024390244,0.3902439024390244,19.4,True,False,False,2.97,-1.98,-1.98,1.98,69.9,0,0,88.2,88.2,0.7041251778093883,78.9,77.4,92.1,18,0.4277777777777778,25.8,50.0,162.24,below,0.6,100.0,0.0,0.0,50.0,50.0,unknown,50.0,50.0,50.0,,56.2,good,0,6.6,84.0,53.1,good,3.1,,,,,,,,,50.0,56.1,53.1,3.0,borderline,-0.1,role,,,-1.0,auto_v2,2.0,
Branden Carlson,26,OKC,C,40.0,2.0,10.2,2.0,3.7,0.541,0.6,1.7,0.348,1.4,2.1,0.695,0.618,0.3,0.5,0.5,0.6,1.9,2.6,0.6,0.2,0.5,0.4,0.9,4.8,,2025-26,16.6,0.615,0.446,0.135,6.9,19.6,13.5,8.1,0.7,5.0,8.7,18.2,0.6,0.8,1.4,0.163,-0.1,0.5,0.4,0.3,OKC,current,C,Branden Carlson,,,,,,unknown,0.615,66.6,0,0.4878048780487805,0.4512195121951219,27.4,True,False,False,4.43,,,,,0,0,95.6,95.6,,68.2,,,20,0.51,32.8,50.0,184.41,below,,50.0,0.0,0.0,50.0,50.0,unknown,50.0,50.0,50.0,,53.0,borderline,0,,94.9,54.5,borderline,-1.5,,,,,,,,,50.0,53.1,54.5,-1.4,borderline,0.1,unknown,99.9,good,,,,
Brandin Podziemski,20,GSW,SG,74.0,28.0,26.6,3.7,8.1,0.4539999999999999,1.2,3.2,0.385,2.4,4.9,0.499,0.529,0.7,1.1,0.633,1.6,4.2,5.8,3.7,0.8,0.2,1.2,1.6,9.2,ROY-5,2023-24,13.0,0.54,0.392,0.132,6.6,16.7,11.7,18.1,1.5,0.6,12.2,15.4,2.1,2.0,4.1,0.1,-0.5,0.4,-0.1,0.9,GSW,training,G,Brandin Podziemski,3352440.0,3.35,9.37,2.0,4.685,role,1.2999999999999998,52.1,0,0.902439024390244,0.902439024390244,87.1,False,False,True,7.95,-4.6,-4.6,4.6,75.7,0,0,37.5,37.5,2.463235294117647,62.8,23.5,61.7,18,1.3,100.0,92.0,215.31,below,1.6,100.0,0.0,0.0,50.0,50.0,unknown,50.0,50.0,50.0,,69.5,good,1,47.7,71.2,66.1,good,3.4,2024-25,12.0,-1.1,-1.8,33.1,45.1,12.0,15.4,33.2,66.8,64.1,2.7,good,-2.7,rookie scale,,,1.0,auto_v2,3.0,
Brandin Podziemski,21,GSW,SG,64.0,33.0,26.8,4.4,9.8,0.445,1.8,4.8,0.372,2.6,5.0,0.516,0.537,1.1,1.5,0.758,1.0,4.1,5.1,3.4,1.1,0.2,1.2,1.5,11.7,,2024-25,14.4,0.557,0.491,0.151,4.0,16.8,10.2,18.7,2.0,0.7,10.1,18.3,1.9,2.3,4.2,0.1169999999999999,-0.1,0.8,0.7,1.2,GSW,training,G,Brandin Podziemski,3519960.0,3.52,9.37,2.0,4.685,role,1.75,55.0,0,0.7804878048780488,0.8262195121951219,77.0,False,False,True,9.81,-6.290000000000001,-6.290000000000001,6.290000000000001,79.4,0,0,48.7,48.7,2.5035561877667143,71.9,25.9,63.0,18,1.3,100.0,92.0,191.94,below,1.8,100.0,0.0,0.0,50.0,50.0,unknown,50.0,50.0,50.0,,70.4,good,1,51.6,77.5,67.2,good,3.2,2024-25,12.0,-1.1,-1.8,33.1,45.1,12.0,15.4,33.2,67.7,65.0,2.7,good,-2.7,rookie scale,,,1.0,auto_v2,3.0,
Brandin Podziemski,22,GSW,SG,80.0,41.0,28.5,4.8,10.5,0.4539999999999999,1.9,5.0,0.371,2.9,5.5,0.529,0.542,2.3,2.9,0.79,0.9,4.3,5.2,3.8,1.1,0.2,1.6,1.7,13.7,,2025-26,14.9,0.58,0.474,0.272,3.4,17.0,10.1,19.4,1.8,0.6,12.0,19.9,2.7,2.3,5.0,0.105,0.2,0.0,0.2,1.3,GSW,current,G,Brandin Podziemski,3687960.0,3.69,9.37,2.0,4.685,role,1.785,55.3,0,0.975609756097561,0.902439024390244,87.1,False,False,True,11.39,-7.700000000000001,-7.700000000000001,7.700000000000001,82.6,0,0,60.7,60.7,2.6170212765957444,66.2,24.0,62.0,18,1.3,100.0,92.0,204.73,first,1.8,60.0,0.0,0.0,50.0,50.0,unknown,50.0,50.0,50.0,,70.3,good,1,50.8,74.8,71.0,good,-0.7,2024-25,12.0,-1.1,-1.8,33.1,45.1,12.0,15.4,33.2,67.5,68.6,-1.1,good,-2.8,rookie scale,100.0,good,,,,
Brandon Boston Jr.,20,LAC,SG,51.0,0.0,14.9,2.5,6.4,0.385,0.7,2.2,0.306,1.8,4.2,0.425,0.437,1.2,1.4,0.8190000000000001,0.3,1.8,2.2,1.0,0.5,0.3,0.6,0.8,6.7,,2021-22,11.2,0.481,0.342,0.222,2.4,12.7,7.7,10.1,1.7,1.5,8.0,22.4,-0.5,0.9,0.4,0.026,-3.0,-0.4,-3.3,-0.3,LAC,training,G,Brandon Boston Jr.,,,,,,unknown,-1.325,40.5,0,0.6219512195121951,0.6219512195121951,50.0,False,False,True,1.06,,,,,0,0,37.5,37.5,,16.9,,,20,0.745,52.8,50.0,219.06,below,,50.0,0.0,0.0,50.0,50.0,unknown,50.0,50.0,50.0,,47.0,borderline,0,,45.8,47.3,borderline,-0.3,,,,,,,,,50.0,47.3,47.9,-0.6,borderline,0.3,unknown,,,0.0,auto_v2,1.0,
Brandon Boston Jr.,21,LAC,SF,22.0,1.0,11.3,2.3,5.5,0.418,0.5,1.3,0.414,1.8,4.2,0.419,0.467,1.3,1.7,0.763,0.3,1.0,1.4,0.9,0.4,0.0,0.5,1.0,6.5,,2022-23,13.4,0.515,0.238,0.311,3.2,10.3,6.8,12.5,1.8,0.0,8.0,26.5,0.0,0.2,0.2,0.04,-1.5,-0.7,-2.2,0.0,LAC,training,F,Brandon Boston Jr.,,,,,,unknown,-0.8300000000000001,47.2,0,0.2682926829268293,0.4009146341463414,20.8,False,True,False,3.17,,,,,0,0,54.6,54.6,,30.7,,,20,0.5650000000000001,37.4,50.0,185.11,below,,50.0,0.0,0.0,50.0,50.0,unknown,50.0,50.0,50.0,,44.3,borderline,0,,55.0,44.2,borderline,0.1,,,,,,,,,50.0,44.9,45.0,-0.1,bad,0.6,unknown,,,0.0,auto_v2,1.0,
Brandon Boston Jr.,22,LAC,SF,32.0,0.0,10.8,2.0,5.0,0.4039999999999999,0.4,1.6,0.2689999999999999,1.6,3.4,0.4679999999999999,0.447,0.7,1.0,0.6970000000000001,0.6,1.0,1.6,0.4,0.3,0.3,0.8,1.3,5.2,,2023-24,8.7,0.476,0.3229999999999999,0.205,6.4,10.4,8.5,5.4,1.6,2.1,12.0,25.4,-0.6,0.3,-0.3,-0.04,-6.2,-2.7,-9.0,-0.6,LAC,training,F,Brandon Boston Jr.,,,,,,unknown,-3.885,6.1,0,0.3902439024390244,0.4,20.6,False,True,False,1.84,,,,,0,0,66.7,66.7,,1.2,,,20,0.54,35.3,50.0,200.01,below,,50.0,0.0,0.0,50.0,50.0,unknown,50.0,50.0,50.0,,38.0,borderline,0,,2.9,36.5,borderline,1.5,,,,,,,,,50.0,39.1,38.0,1.1,bad,1.1,unknown,,,0.0,auto_v2,1.0,
Brandon Boston Jr.,23,NOP,SG,42.0,10.0,23.6,4.0,9.1,0.436,1.2,3.3,0.35,2.8,5.7,0.485,0.5,1.6,2.0,0.7879999999999999,0.7,2.5,3.2,2.2,1.3,0.2,1.2,1.7,10.7,,2024-25,12.7,0.535,0.367,0.223,3.0,11.9,7.3,13.7,2.6,0.9,11.1,20.0,0.2,0.5,0.7,0.033,-2.3,-0.2,-2.5,-0.1,NOP,training,G,Brandon Boston Jr.,,,,,,unknown,-0.8599999999999999,46.8,0,0.5121951219512195,0.4268292682926829,24.2,False,False,True,3.83,,,,,0,0,72.6,72.6,,26.4,,,20,1.1800000000000002,89.8,50.0,215.27,below,,50.0,0.0,0.0,50.0,50.0,unknown,50.0,50.0,50.0,,51.8,borderline,0,,60.0,52.3,borderline,-0.5,,,,,,,,,50.0,51.9,52.4,-0.5,borderline,0.1,unknown,,,0.0,auto_v2,1.0,
Brandon Clarke,25,MEM,PF,64.0,1.0,19.5,4.5,7.0,0.644,0.1,0.3,0.2269999999999999,4.4,6.6,0.6659999999999999,0.65,1.3,2.0,0.654,2.1,3.2,5.3,1.3,0.6,1.1,0.5,1.9,10.4,6MOY-11,2021-22,23.7,0.66,0.049,0.291,11.1,17.8,14.4,10.3,1.5,4.9,6.3,17.7,4.4,1.9,6.3,0.241,3.1,1.1,4.2,2.0,MEM,training,F,Brandon Clarke,2726880.0,2.73,25.0,2.0,12.5,role,3.955,69.4,0,0.7804878048780488,0.7804878048780488,71.0,False,True,False,16.91,-14.18,-14.18,14.18,96.9,0,0,95.6,95.6,2.4288256227758005,95.3,50.5,76.9,18,1.0833333333333333,81.6,92.0,104.05,below,2.6,100.0,0.0,0.0,50.0,50.0,unknown,50.0,50.0,50.0,,79.5,good,0,47.7,98.2,78.0,good,1.5,2021-22,12.0,4.8,0.6,43.2,72.6,12.0,15.4,46.5,77.2,76.1,1.1,good,-2.3,role,,,1.0,auto_v2,3.0,
Brandon Clarke,26,MEM,PF,56.0,8.0,19.5,4.1,6.2,0.6559999999999999,0.0,0.1,0.1669999999999999,4.1,6.1,0.665,0.6579999999999999,1.8,2.4,0.723,1.6,3.9,5.5,1.3,0.6,0.7,1.0,2.3,10.0,,2022-23,20.0,0.682,0.017,0.3929999999999999,9.0,21.2,15.1,9.5,1.5,3.1,11.8,17.7,2.7,1.8,4.5,0.1989999999999999,0.8,1.8,2.5,1.3,MEM,training,F,Brandon Clarke,4343920.0,4.34,25.0,2.0,12.5,role,2.58,60.4,0,0.6829268292682927,0.7195121951219513,62.9,False,True,False,13.69,-9.35,-9.35,9.35,86.2,0,0,99.5,99.5,3.508488278092158,90.0,34.9,68.1,18,1.0833333333333333,81.6,92.0,117.06,below,3.7,100.0,0.0,0.0,50.0,50.0,unknown,50.0,50.0,50.0,,74.7,good,0,61.9,96.8,72.3,good,2.4,2021-22,12.0,4.8,0.6,43.2,72.6,12.0,15.4,46.5,72.9,70.8,2.1,good,-1.8,role,,,1.0,auto_v2,3.0,
Brandon Clarke,28,MEM,PF,64.0,18.0,18.9,3.7,5.9,0.621,0.0,0.3,0.059,3.7,5.7,0.647,0.622,1.0,1.4,0.701,2.0,3.1,5.1,1.0,0.8,0.6,0.6,2.3,8.3,,2024-25,17.6,0.638,0.045,0.2289999999999999,11.3,17.3,14.3,7.4,2.0,2.7,8.9,15.3,2.7,1.7,4.4,0.174,0.0,0.8,0.8,0.9,MEM,training,F,Brandon Clarke,12500000.0,12.5,25.0,2.0,12.5,role,1.735,54.9,0,0.7804878048780488,0.751219512195122,67.1,False,True,False,13.36,-0.8599999999999994,-0.8599999999999994,0.8599999999999994,67.4,0,0,91.2,91.2,8.890469416785207,73.7,-15.0,40.0,18,1.0499999999999998,78.7,92.0,161.46,below,7.7,100.0,0.0,0.0,50.0,50.0,unknown,50.0,50.0,50.0,,67.7,good,0,93.9,78.9,64.1,good,3.6,2021-22,12.0,4.8,0.6,43.2,72.6,12.0,15.4,46.5,66.3,63.2,3.1,good,-1.4,role,,,1.0,auto_v2,3.0,
Brandon Goodwin,26,CLE,PG,36.0,5.0,13.9,1.8,4.3,0.416,0.5,1.5,0.345,1.3,2.8,0.455,0.477,0.7,1.1,0.632,0.4,1.5,1.9,2.5,0.7,0.0,1.0,1.1,4.8,,2021-22,11.8,0.501,0.357,0.247,3.1,11.4,7.4,26.0,2.5,0.2,17.4,18.2,0.1,0.7,0.7,0.069,-2.6,1.1,-1.6,0.1,CLE,training,G,Brandon Goodwin,,,,,,unknown,-0.4300000000000001,52.6,0,0.4390243902439024,0.4390243902439024,25.8,False,False,True,6.41,,,,,0,0,98.0,98.0,,39.4,,,20,0.6950000000000001,48.5,50.0,150.93,below,,50.0,0.0,0.0,50.0,50.0,unknown,50.0,50.0,50.0,,52.0,borderline,0,,65.3,53.1,borderline,-1.1,,,,,,,,,50.0,52.2,53.1,-0.9,borderline,0.2,unknown,,,-1.0,auto_v2,2.0,0.537
