PLAYER_NAME,AGE,TEAM,POSITION,G,GAMES_STARTED,MIN,FG,FGA,FG_PCT,3P,3PA,3P_PCT,2P,2PA,2P_PCT,EFG_PCT,FT,FTA,FT_PCT,ORB,DRB,REB,AST,STL,BLK,TOV,PF,PTS,AWARDS,SEASON,PER,TS_PCT,3PAR,FTR,ORB_PCT,DRB_PCT,TRB_PCT,AST_PCT,STL_PCT,BLK_PCT,TOV_PCT,USG_PCT,OWS,DWS,WS,WS_48,OBPM,DBPM,BPM,VORP,LAST_TEAM,DATA_TYPE,POSITION_GROUP,PLAYER_NAME_RAW,SALARY,SALARY_M,SALARY_TOTAL_M,YEARS_REMAINING,SALARY_AVG_PER_YR_M,SALARY_TIER,WIN_IMPACT_RAW,WIN_IMPACT_SCORE,UNDERVALUED_FLAG,GP_PCT,AVAIL_ROLLING,AVAILABILITY_SCORE,POS_C,POS_F,POS_G,PREDICTED_SALARY_M,MARKET_DELTA,MARKET_DELTA_CLIPPED,MARKET_DELTA_INV,MARKET_SCORE,OVERPAID_MAX_FLAG,PLAYMAKER_FLAG,AGE_SCORE_RAW,AGE_SCORE,SALARY_CAP_PCT,BPM_PERCENTILE,CAP_EFFICIENCY_RAW,CAP_EFFICIENCY_SCORE,EXPECTED_MIN,MIN_RATIO,ROLE_FIT_SCORE,APRON_SCORE,TEAM_PAYROLL_M,APRON_STATUS,PAYROLL_SHARE_PCT,PAYROLL_CONTEXT_SCORE,ACCOLADES_RAW,ACCOLADES_SCORE,MARKETABILITY_SCORE,JERSEY_SALES_SCORE,CONTRACT_TYPE,CONTRACT_TYPE_SCORE,SOCIAL_MEDIA_SCORE,INJURY_RISK_SCORE,TEAM_WINPCT_DELTA,CVI_SCORE,CVI_VERDICT,ROOKIE_SCALE_FLAG,SALARY_TIER_PERCENTILE,BPM_TIER_PERCENTILE,CVI_PLAYER_SCORE,CVI_PLAYER_VERDICT,CVI_GAP,PLAYOFF_SEASON,PLAYOFF_G,PLAYOFF_BPM,PLAYOFF_BPM_DELTA,DELTA_SCORE,PLAYOFF_BPM_SCORE,PLAYOFF_G_CAPPED,EXPERIENCE_SCORE,PRESSURE_SCORE,CVI_SCORE_FINAL,CVI_PLAYER_SCORE_FINAL,CVI_GAP_FINAL,CVI_VERDICT_FINAL,PLAYOFF_IMPACT,DISPLAY_TIER,MODEL_PROB,MODEL_VERDICT,LABEL,LABEL_SOURCE,CONDITIONS_MET,TEAM_WINPCT
A.J. Green,23,MIL,SG,35.0,1.0,9.9,1.5,3.6,0.424,1.3,3.0,0.419,0.3,0.6,0.45,0.6,0.1,0.1,1.0,0.2,1.1,1.3,0.6,0.2,0.0,0.3,0.9,4.4,,2022-23,11.5,0.607,0.84,0.032,1.9,11.3,6.8,8.7,0.8,0.0,6.6,16.6,0.5,0.3,0.8,0.111,-0.3,-0.6,-0.9,0.1,MIL,training,G,A.J. Green,,,47.3,5.0,9.46,unknown,-0.125,56.7,0,0.4268292682926829,0.4268292682926829,24.2,False,False,True,4.53,,,,,0,0,72.6,72.6,,52.4,,,20,0.495,31.5,50.0,190.75,below,,50.0,0.0,0.0,50.0,50.0,unknown,50.0,50.0,50.0,,48.0,borderline,0,,85.0,48.7,borderline,-0.7,,,,,,,,,50.0,48.4,49.1,-0.7,borderline,0.4,unknown,,,1.0,auto_v2,3.0,0.707
A.J. Green,24,MIL,SG,56.0,0.0,11.0,1.5,3.5,0.423,1.2,3.0,0.408,0.3,0.5,0.519,0.599,0.3,0.3,0.895,0.2,1.0,1.1,0.5,0.2,0.1,0.2,0.9,4.5,,2023-24,10.5,0.617,0.862,0.0969999999999999,1.6,9.6,5.7,6.4,0.7,0.6,5.5,15.2,0.7,0.3,1.1,0.084,-0.4,-1.7,-2.1,0.0,MIL,training,G,A.J. Green,,,47.3,5.0,9.46,unknown,-0.5650000000000001,50.7,0,0.6829268292682927,0.586890243902439,45.4,False,False,True,5.05,,,,,0,0,83.5,83.5,,35.2,,,20,0.55,36.2,50.0,200.0,below,,50.0,0.0,0.0,50.0,50.0,unknown,50.0,50.0,50.0,,51.8,borderline,0,,55.9,53.1,borderline,-1.3,,,,,,,,,50.0,52.0,53.2,-1.2,borderline,0.2,unknown,,,1.0,auto_v2,3.0,0.598
A.J. Green,25,MIL,SG,73.0,7.0,22.7,2.5,5.8,0.429,2.1,5.0,0.427,0.4,0.8,0.4429999999999999,0.612,0.3,0.4,0.815,0.2,2.1,2.4,1.5,0.5,0.1,0.5,2.2,7.4,,2024-25,9.2,0.621,0.856,0.064,1.2,9.8,5.7,8.5,1.1,0.4,8.4,12.6,1.6,1.3,2.8,0.0819999999999999,-1.7,-0.4,-2.2,-0.1,MIL,training,G,A.J. Green,,,47.3,5.0,9.46,unknown,-0.2150000000000002,55.5,0,0.8902439024390244,0.7353658536585366,65.0,False,False,True,6.21,,,,,0,0,92.3,92.3,,30.9,,,20,1.135,86.0,50.0,183.17,below,,50.0,0.0,0.0,50.0,50.0,unknown,50.0,50.0,50.0,,61.5,good,0,,70.0,63.8,good,-2.3,,,,,,,,,50.0,60.9,63.0,-2.1,good,-0.6,unknown,,,1.0,auto_v2,3.0,0.585
A.J. Green,26,MIL,SG,76.0,66.0,28.9,3.2,7.7,0.418,2.8,6.9,0.412,0.4,0.8,0.467,0.603,0.7,0.8,0.85,0.3,2.3,2.7,1.9,0.5,0.1,0.9,2.3,9.9,,2025-26,9.0,0.618,0.897,0.103,1.4,9.1,5.2,9.1,0.8,0.4,10.6,13.8,1.7,0.3,2.0,0.044,-1.8,-1.8,-3.6,-0.9,MIL,current,G,A.J. Green,,,47.3,5.0,9.46,unknown,-1.255,41.5,0,0.926829268292683,0.8670731707317074,82.4,False,False,True,3.08,,,,,0,0,98.0,98.0,,15.1,,,20,1.3,100.0,50.0,153.69,below,,50.0,0.0,0.0,50.0,50.0,unknown,50.0,50.0,50.0,,63.6,good,0,,43.6,66.0,good,-2.4,,,,,,,,,50.0,62.8,65.2,-2.4,good,-0.8,unknown,100.0,good,,,,
A.J. Lawson,23,DAL,SG,42.0,0.0,7.4,1.3,2.9,0.446,0.3,1.2,0.26,1.0,1.7,0.5770000000000001,0.5,0.4,0.5,0.652,0.3,0.9,1.2,0.5,0.2,0.1,0.3,0.5,3.2,,2023-24,11.2,0.519,0.413,0.19,4.9,12.6,8.8,8.9,1.5,0.8,9.6,20.0,0.0,0.3,0.2,0.036,-3.1,-1.5,-4.6,-0.2,DAL,training,G,A.J. Lawson,1000000.0,1.0,,,,role,-1.86,31.5,0,0.5121951219512195,0.5121951219512195,35.5,False,False,True,3.41,-2.41,-2.41,2.41,70.8,0,0,72.6,72.6,0.7352941176470588,9.7,5.1,51.3,18,0.4111111111111111,24.3,50.0,163.22,below,0.6,100.0,0.0,0.0,50.0,50.0,unknown,50.0,50.0,50.0,,49.4,borderline,1,6.1,11.2,45.2,borderline,4.2,2023-24,10.0,0.1,4.7,60.6,50.7,10.0,0.0,45.5,49.3,45.6,3.7,bad,-0.1,rookie scale,,,0.0,auto_v2,1.0,
A.J. Lawson,24,TOR,SG,26.0,2.0,18.7,3.1,7.3,0.421,1.3,3.9,0.327,1.8,3.4,0.528,0.508,1.7,2.4,0.6829999999999999,0.8,2.5,3.3,1.2,0.5,0.2,0.6,1.7,9.1,,2024-25,12.7,0.542,0.532,0.332,4.3,14.9,9.5,9.1,1.3,1.2,6.4,20.0,0.4,0.4,0.8,0.081,-1.5,-1.0,-2.5,-0.1,TOR,training,G,A.J. Lawson,2120693.0,2.12,,,,role,-0.835,38.2,0,0.3170731707317073,0.3902439024390244,19.4,False,False,True,4.5,-2.38,-2.38,2.38,70.8,0,0,83.5,83.5,1.507823613086771,26.4,0.0,48.5,18,1.0388888888888888,77.8,50.0,133.62,below,1.6,100.0,0.0,0.0,50.0,50.0,unknown,50.0,50.0,50.0,,54.2,borderline,1,31.1,31.1,50.2,borderline,4.0,2023-24,10.0,0.1,4.7,60.6,50.7,10.0,0.0,45.5,53.8,50.1,3.7,borderline,-0.4,rookie scale,,,0.0,auto_v2,1.0,0.366
A.J. Lawson,25,TOR,SG,22.0,0.0,8.8,1.3,3.0,0.433,0.7,1.7,0.432,0.6,1.4,0.433,0.552,0.5,0.7,0.75,0.3,1.4,1.7,0.3,0.5,0.2,0.3,1.1,3.9,,2025-26,13.1,0.581,0.552,0.239,4.1,17.8,10.9,4.2,2.8,2.0,7.5,17.8,0.1,0.3,0.5,0.113,-1.9,0.7,-1.3,0.0,TOR,current,G,A.J. Lawson,2270735.0,2.27,,,,role,-0.395,41.1,0,0.2682926829268293,0.3317073170731707,11.6,False,False,True,5.21,-2.94,-2.94,2.94,72.0,0,0,92.3,92.3,1.6099290780141846,45.6,27.8,64.1,18,0.4888888888888889,31.0,50.0,186.56,below,1.2,100.0,0.0,0.0,50.0,50.0,unknown,50.0,50.0,50.0,,51.9,borderline,0,22.5,50.3,47.9,borderline,4.0,2023-24,10.0,0.1,4.7,60.6,50.7,10.0,0.0,45.5,51.7,48.0,3.7,borderline,-0.2,role,0.5,bad,,,,
AJ Griffin,19,ATL,SF,72.0,12.0,19.5,3.4,7.4,0.465,1.4,3.6,0.39,2.0,3.8,0.536,0.56,0.6,0.7,0.894,0.5,1.6,2.1,1.0,0.6,0.2,0.6,1.2,8.9,,2022-23,12.6,0.5770000000000001,0.486,0.088,2.9,9.2,6.0,7.0,1.4,0.7,7.1,17.9,1.3,0.9,2.2,0.075,-0.3,-0.5,-0.8,0.4,ATL,training,F,AJ Griffin,3536160.0,3.54,,,,role,0.37,46.1,0,0.8780487804878049,0.8780487804878049,83.9,False,True,False,4.63,-1.09,-1.09,1.09,67.9,0,0,32.5,32.5,2.86176232821342,53.9,6.800000000000004,52.3,18,1.0833333333333333,81.6,50.0,159.95000000000002,below,2.2,100.0,0.0,0.0,50.0,50.0,unknown,50.0,50.0,50.0,,60.0,good,1,55.4,62.2,57.3,good,2.7,,,,,,,,,50.0,59.3,57.2,2.1,borderline,-0.7,rookie scale,,,1.0,auto_v2,4.0,0.5
AJ Griffin,20,ATL,SF,20.0,0.0,8.6,0.9,3.1,0.29,0.5,2.0,0.256,0.4,1.2,0.348,0.371,0.1,0.1,1.0,0.1,0.8,0.9,0.3,0.1,0.1,0.4,0.3,2.4,,2023-24,1.2,0.382,0.629,0.032,1.2,10.6,5.7,3.7,0.3,1.1,11.3,17.3,-0.4,0.0,-0.4,-0.12,-6.0,-3.5,-9.6,-0.3,ATL,training,F,AJ Griffin,3712920.0,3.71,,,,role,-4.045,17.3,0,0.2439024390243902,0.4817073170731707,31.5,False,True,False,1.95,1.76,1.76,-1.76,61.6,0,0,43.0,43.0,2.7279411764705883,0.8,-49.7,20.5,18,0.4777777777777777,30.0,50.0,149.35,below,2.5,100.0,0.0,0.0,50.0,50.0,unknown,50.0,50.0,50.0,,38.9,borderline,1,50.8,1.1,32.9,borderline,6.0,,,,,,,,,50.0,39.8,34.7,5.1,bad,0.9,rookie scale,,,0.0,auto_v2,1.0,0.439
AJ Johnson,20,2TM,SG,29.0,11.0,22.0,2.8,7.3,0.385,0.8,3.1,0.267,2.0,4.2,0.472,0.441,1.1,1.3,0.865,0.3,1.8,2.0,2.6,0.4,0.1,1.2,1.7,7.6,,2024-25,7.1,0.48,0.423,0.174,1.3,8.3,4.8,17.1,0.9,0.4,13.2,17.4,-0.5,0.0,-0.4,-0.032,-5.6,-2.5,-8.1,-1.0,WAS,training,G,AJ Johnson,2795294.0,2.8,,,,role,-3.69,19.6,0,0.3536585365853658,0.3536585365853658,14.5,False,False,True,-1.77,4.57,4.57,-4.57,55.4,0,0,37.5,37.5,1.991465149359886,1.1,-43.1,24.2,18,1.2222222222222223,93.4,50.0,171.27,below,1.6,100.0,0.0,0.0,50.0,50.0,unknown,50.0,50.0,50.0,,41.7,borderline,1,43.7,0.6,35.4,borderline,6.3,,,,,,,,,50.0,42.5,36.8,5.7,bad,0.8,rookie scale,,,0.0,auto_v2,1.0,0.22
AJ Johnson,21,2TM,SG,46.0,0.0,8.9,1.0,3.4,0.303,0.2,1.1,0.212,0.8,2.2,0.35,0.3389999999999999,0.5,0.6,0.815,0.3,0.9,1.2,1.0,0.2,0.0,0.5,0.5,2.8,,2025-26,4.8,0.381,0.335,0.174,3.4,10.5,6.9,14.4,1.3,0.4,12.6,19.5,-1.0,0.1,-0.9,-0.1009999999999999,-6.6,-2.2,-8.7,-0.7,DAL,current,G,AJ Johnson,3090480.0,3.09,,,,role,-3.95,17.9,0,0.5609756097560976,0.4832317073170732,31.7,False,False,True,-0.05,3.14,3.14,-3.14,58.5,0,0,48.7,48.7,2.191489361702128,0.4,-44.5,23.4,18,0.4944444444444444,31.4,50.0,235.4,below,1.3,100.0,0.0,0.0,50.0,50.0,unknown,50.0,50.0,50.0,,39.7,borderline,1,45.2,0.7,33.8,borderline,5.9,,,,,,,,,50.0,40.6,35.5,5.1,bad,0.9,rookie scale,0.0,bad,,,,
Aaron Gordon,26,DEN,PF,75.0,75.0,31.7,5.8,11.1,0.52,1.2,3.5,0.335,4.6,7.7,0.605,0.573,2.3,3.1,0.743,1.7,4.2,5.9,2.5,0.6,0.6,1.8,2.0,15.0,,2021-22,15.3,0.602,0.312,0.276,6.1,14.3,10.3,11.6,0.9,1.7,12.5,19.7,3.2,2.0,5.2,0.105,0.5,-1.1,-0.6,0.9,DEN,training,F,Aaron Gordon,16409091.0,16.41,131.89,4.0,32.9725,star,1.375,40.4,0,0.9146341463414634,0.9146341463414634,88.7,False,True,False,12.79,3.620000000000001,3.620000000000001,-3.620000000000001,57.5,0,0,99.5,99.5,14.599644128113878,53.7,0.0,48.4,28,1.1321428571428571,85.7,75.0,136.54,below,12.0,100.0,0.0,0.0,50.0,50.0,unknown,50.0,50.0,50.0,,68.1,good,0,22.0,22.0,65.1,good,3.0,2024-25,14.0,2.2,1.0,44.9,60.5,14.0,30.8,46.8,66.8,64.3,2.5,good,-1.3,star,,,-1.0,auto_v2,2.0,
Aaron Gordon,27,DEN,PF,68.0,68.0,30.2,6.3,11.2,0.564,0.9,2.5,0.347,5.4,8.6,0.628,0.603,2.8,4.6,0.608,2.4,4.1,6.6,3.0,0.8,0.8,1.4,1.9,16.3,,2022-23,19.5,0.617,0.2269999999999999,0.413,9.4,15.4,12.5,14.2,1.3,2.2,9.8,21.1,4.6,2.2,6.8,0.158,2.4,-0.3,2.1,2.1,DEN,training,F,Aaron Gordon,19690909.0,19.69,131.89,4.0,32.9725,star,3.2750000000000004,59.3,0,0.8292682926829268,0.8612804878048781,81.7,False,True,False,19.16,0.5300000000000011,0.5300000000000011,-0.5300000000000011,64.3,0,0,99.0,99.0,15.91754244139046,87.3,12.0,54.8,28,1.0785714285714283,81.2,75.0,159.02,below,12.4,100.0,0.0,0.0,50.0,50.0,unknown,50.0,50.0,50.0,,71.5,good,0,56.0,68.0,69.4,good,2.1,2024-25,14.0,2.2,1.0,44.9,60.5,14.0,30.8,46.8,70.0,68.1,1.9,good,-1.5,star,,,1.0,auto_v2,3.0,
Aaron Gordon,28,DEN,PF,73.0,73.0,31.5,5.5,9.8,0.556,0.5,1.9,0.29,4.9,7.9,0.619,0.584,2.4,3.7,0.6579999999999999,2.4,4.1,6.5,3.5,0.8,0.6,1.4,1.9,13.9,,2023-24,16.8,0.607,0.193,0.376,8.6,13.9,11.4,15.2,1.2,1.7,11.2,17.8,4.5,2.6,7.1,0.148,1.2,0.1,1.3,1.9,DEN,training,F,Aaron Gordon,22266182.0,22.27,131.89,4.0,32.9725,star,2.96,56.2,0,0.8902439024390244,0.8768292682926829,83.7,False,True,False,19.19,3.0799999999999983,3.0799999999999983,-3.0799999999999983,58.7,0,0,91.2,91.2,16.375,80.4,11.599999999999994,54.6,28,1.125,85.1,70.0,178.2,below,12.5,100.0,0.0,0.0,50.0,50.0,unknown,50.0,50.0,50.0,,69.6,good,0,66.7,78.3,67.2,good,2.4,2024-25,14.0,2.2,1.0,44.9,60.5,14.0,30.8,46.8,68.1,66.1,2.0,good,-1.5,star,,,1.0,auto_v2,3.0,
Aaron Gordon,29,DEN,PF,51.0,42.0,28.4,5.2,9.7,0.531,1.5,3.4,0.436,3.7,6.4,0.5820000000000001,0.607,2.8,3.5,0.81,1.6,3.3,4.8,3.2,0.5,0.3,1.4,1.6,14.7,,2024-25,17.0,0.65,0.346,0.36,6.4,12.1,9.4,15.0,0.8,0.9,11.3,19.0,3.6,0.7,4.3,0.143,2.7,-1.5,1.2,1.2,DEN,training,F,Aaron Gordon,22841455.0,22.84,131.89,4.0,32.9725,star,1.975,46.3,0,0.6219512195121951,0.7439024390243902,66.1,False,True,False,15.16,7.68,7.68,-7.68,48.5,0,0,77.5,77.5,16.24466571834993,77.9,14.700000000000005,56.3,28,1.0142857142857142,75.7,70.0,182.58,below,12.5,100.0,0.0,0.0,50.0,50.0,unknown,50.0,50.0,50.0,,61.5,good,0,62.3,77.0,57.7,good,3.8,2024-25,14.0,2.2,1.0,44.9,60.5,14.0,30.8,46.8,60.7,57.3,3.4,good,-0.8,star,,,-1.0,auto_v2,2.0,
Aaron Gordon,30,DEN,PF,36.0,33.0,27.9,5.5,11.1,0.497,1.7,4.4,0.389,3.8,6.7,0.568,0.574,3.5,4.5,0.767,1.4,4.4,5.8,2.7,0.6,0.3,1.1,1.7,16.2,,2025-26,18.5,0.62,0.3939999999999999,0.41,6.0,16.9,11.7,13.7,1.0,0.9,7.5,22.0,2.4,0.7,3.2,0.151,2.9,-1.3,1.6,0.9,DEN,current,F,Aaron Gordon,22841455.0,22.84,131.89,4.0,32.9725,star,1.755,44.1,0,0.4390243902439024,0.5841463414634146,45.0,False,True,False,13.79,9.05,9.05,-9.05,45.4,0,0,60.7,60.7,16.198581560283685,79.6,13.200000000000005,55.5,28,0.9964285714285712,74.2,70.0,189.43,below,12.1,100.0,0.0,0.0,50.0,50.0,unknown,50.0,50.0,50.0,,55.3,borderline,0,66.0,79.2,50.5,borderline,4.8,2024-25,14.0,2.2,1.0,44.9,60.5,14.0,30.8,46.8,54.9,50.6,4.3,borderline,-0.4,star,55.1,borderline,,,,
Aaron Holiday,25,2TM,PG,63.0,15.0,16.2,2.4,5.4,0.447,0.6,1.6,0.379,1.8,3.7,0.477,0.504,0.9,1.1,0.868,0.4,1.6,1.9,2.4,0.7,0.1,1.1,1.5,6.3,,2021-22,12.6,0.544,0.305,0.201,2.6,10.3,6.5,20.7,2.0,0.7,15.4,18.7,0.5,0.9,1.5,0.068,-1.9,0.3,-1.7,0.1,PHO,training,G,Aaron Holiday,3980551.0,3.98,,,,role,-0.27,41.9,0,0.7682926829268293,0.7682926829268293,69.4,False,False,True,6.27,-2.29,-2.29,2.29,70.6,0,0,92.3,92.3,3.540925266903914,37.1,-15.4,39.8,18,0.8999999999999999,66.0,50.0,126.69,below,3.1,100.0,0.0,0.0,50.0,50.0,unknown,50.0,50.0,50.0,,61.4,good,0,58.1,42.7,58.9,good,2.5,,,,,,,,,50.0,60.8,58.7,2.1,borderline,-0.6,role,,,-1.0,auto_v2,2.0,
Aaron Holiday,26,ATL,PG,63.0,6.0,13.4,1.5,3.5,0.418,0.6,1.4,0.409,0.9,2.1,0.424,0.5,0.4,0.5,0.8440000000000001,0.4,0.8,1.2,1.4,0.6,0.2,0.6,1.3,3.9,,2022-23,9.4,0.528,0.4,0.145,3.2,6.4,4.8,13.0,2.1,1.2,13.3,13.4,0.3,0.6,0.9,0.053,-2.9,0.9,-2.0,0.0,ATL,training,G,Aaron Holiday,1836090.0,1.84,,,,role,-0.5750000000000001,39.9,0,0.7682926829268293,0.7682926829268293,69.4,False,False,True,6.15,-4.3100000000000005,-4.3100000000000005,4.3100000000000005,75.1,0,0,98.0,98.0,1.4874696847210993,34.5,16.799999999999997,57.9,18,0.7444444444444445,52.7,50.0,159.95000000000002,below,1.2,100.0,0.0,0.0,50.0,50.0,unknown,50.0,50.0,50.0,,63.0,good,0,24.5,41.3,60.7,good,2.3,,,,,,,,,50.0,62.2,60.4,1.8,good,-0.8,role,,,1.0,auto_v2,3.0,0.5
Aaron Holiday,27,HOU,PG,78.0,1.0,16.3,2.4,5.3,0.446,1.1,2.8,0.387,1.3,2.6,0.51,0.547,0.7,0.8,0.921,0.3,1.3,1.6,1.8,0.5,0.1,0.7,1.6,6.6,,2023-24,11.5,0.578,0.52,0.151,1.9,8.5,5.2,15.4,1.6,0.4,10.6,16.7,1.3,1.2,2.5,0.094,-1.8,0.3,-1.5,0.2,HOU,training,G,Aaron Holiday,2019706.0,2.02,2.3,1.0,2.3,role,0.0949999999999998,44.3,0,0.951219512195122,0.8597560975609756,81.5,False,False,True,8.48,-6.460000000000001,-6.460000000000001,6.460000000000001,79.8,0,0,100.0,100.0,1.4852941176470589,44.2,32.3,66.6,18,0.9055555555555556,66.4,100.0,144.52,below,1.4,100.0,0.0,0.0,50.0,50.0,unknown,50.0,50.0,50.0,,72.9,good,0,23.3,50.6,69.8,good,3.1,,,,,,,,,50.0,71.4,69.0,2.4,good,-1.5,role,,,-1.0,auto_v2,2.0,
Aaron Holiday,28,HOU,PG,62.0,3.0,12.8,1.9,4.3,0.437,1.2,2.9,0.3979999999999999,0.7,1.4,0.517,0.5710000000000001,0.5,0.7,0.8290000000000001,0.2,1.0,1.3,1.3,0.3,0.2,0.6,1.0,5.5,,2024-25,12.2,0.594,0.675,0.153,1.7,8.9,5.2,14.3,1.2,1.2,11.5,16.8,1.2,0.8,2.0,0.122,-0.4,0.1,-0.2,0.3,HOU,training,G,Aaron Holiday,4668000.0,4.67,2.3,1.0,2.3,role,0.525,47.1,0,0.7560975609756098,0.8170731707317074,75.8,False,False,True,9.06,-4.390000000000001,-4.390000000000001,4.390000000000001,75.2,0,0,96.0,96.0,3.3214793741109534,58.8,11.700000000000005,55.0,18,0.7111111111111111,49.9,100.0,170.81,below,2.7,100.0,0.0,0.0,50.0,50.0,unknown,50.0,50.0,50.0,,68.7,good,0,59.3,66.0,65.1,good,3.6,,,,,,,,,50.0,67.5,64.6,2.9,good,-1.2,role,,,1.0,auto_v2,3.0,
Aaron Holiday,29,HOU,PG,55.0,1.0,13.7,1.9,4.5,0.415,1.2,3.0,0.392,0.7,1.5,0.4629999999999999,0.546,0.6,0.7,0.872,0.2,0.8,1.0,1.1,0.5,0.1,0.7,1.3,5.5,,2025-26,10.0,0.575,0.669,0.157,1.8,6.1,4.0,10.3,1.7,0.6,12.2,16.9,0.7,0.7,1.4,0.086,-2.3,-0.3,-2.6,-0.1,HOU,current,G,Aaron Holiday,,,2.3,1.0,2.3,unknown,-0.725,48.6,0,0.6707317073170732,0.7524390243902439,67.3,False,False,True,7.92,,,,,0,0,84.9,84.9,,25.2,,,20,0.6849999999999999,47.7,50.0,200.12,below,,50.0,0.0,0.0,50.0,50.0,unknown,50.0,50.0,50.0,,56.1,good,0,,67.9,57.9,good,-1.8,,,,,,,,,50.0,55.8,57.7,-1.9,borderline,-0.3,unknown,100.0,good,,,,
Aaron Nesmith,22,BOS,SF,52.0,3.0,11.0,1.4,3.5,0.396,0.6,2.2,0.27,0.8,1.3,0.612,0.481,0.4,0.5,0.8079999999999999,0.3,1.4,1.7,0.4,0.4,0.1,0.6,1.3,3.8,,2021-22,7.3,0.507,0.632,0.143,2.9,13.6,8.4,5.4,1.7,0.8,13.8,17.2,-0.4,0.9,0.4,0.038,-4.9,0.7,-4.3,-0.3,BOS,training,F,Aaron Nesmith,3631200.0,3.63,,,,role,-1.725,32.4,0,0.6341463414634146,0.6341463414634146,51.6,False,True,False,2.89,0.7399999999999998,0.7399999999999998,-0.7399999999999998,63.9,0,0,66.7,66.7,3.2295373665480422,8.5,-46.3,22.4,18,0.6111111111111112,41.4,50.0,138.29,below,2.6,100.0,0.0,0.0,50.0,50.0,unknown,50.0,50.0,50.0,,49.0,borderline,1,54.7,8.4,44.6,borderline,4.4,2024-25,23.0,1.7,2.2,50.0,58.1,23.0,100.0,62.4,50.2,46.5,3.7,borderline,1.2,rookie scale,,,-1.0,auto_v2,2.0,0.622
Aaron Nesmith,23,IND,SF,73.0,60.0,24.9,3.5,8.1,0.427,1.6,4.3,0.366,1.9,3.8,0.496,0.525,1.6,1.9,0.838,0.8,2.9,3.8,1.3,0.8,0.5,1.0,3.2,10.1,,2022-23,10.5,0.5660000000000001,0.532,0.241,3.8,13.1,8.5,7.4,1.4,1.6,10.3,16.8,0.9,1.1,2.0,0.052,-2.3,-0.7,-3.0,-0.4,IND,training,F,Aaron Nesmith,3804360.0,3.8,62.39,4.0,15.5975,role,-0.8400000000000001,38.2,0,0.8902439024390244,0.7942073170731707,72.8,False,True,False,3.79,0.0099999999999997,0.0099999999999997,-0.0099999999999997,65.5,0,0,78.3,78.3,3.071948261924009,21.3,-31.1,30.9,18,1.3,100.0,75.0,120.17,below,3.2,100.0,0.0,0.0,50.0,50.0,unknown,50.0,50.0,50.0,,63.4,good,1,56.9,25.8,59.6,good,3.8,2024-25,23.0,1.7,2.2,50.0,58.1,23.0,100.0,62.4,63.6,60.4,3.2,good,0.2,rookie scale,,,-1.0,auto_v2,2.0,0.427
Aaron Nesmith,24,IND,SF,72.0,47.0,27.7,4.4,8.8,0.496,1.9,4.6,0.419,2.4,4.2,0.581,0.606,1.5,1.9,0.7809999999999999,0.9,2.9,3.8,1.5,0.9,0.7,0.9,3.3,12.2,,2023-24,12.8,0.631,0.526,0.216,3.6,12.0,7.8,6.6,1.5,2.0,8.4,16.0,2.8,1.3,4.1,0.098,-0.3,-0.2,-0.5,0.8,IND,training,F,Aaron Nesmith,5634257.0,5.63,62.39,4.0,15.5975,role,1.105,50.8,0,0.8780487804878049,0.8329268292682928,77.9,False,True,False,10.48,-4.8500000000000005,-4.8500000000000005,4.8500000000000005,76.2,0,0,88.2,88.2,4.139705882352941,57.9,-0.7999999999999972,48.0,18,1.3,100.0,75.0,127.39,below,4.4,100.0,0.0,0.0,50.0,50.0,unknown,50.0,50.0,50.0,,70.9,good,1,66.0,65.2,68.4,good,2.5,2024-25,23.0,1.7,2.2,50.0,58.1,23.0,100.0,62.4,70.5,68.4,2.1,good,-0.4,rookie scale,,,1.0,auto_v2,4.0,0.573
Aaron Nesmith,25,IND,SF,45.0,37.0,24.9,4.3,8.4,0.507,1.9,4.3,0.431,2.4,4.1,0.5870000000000001,0.617,1.6,1.8,0.913,0.8,3.1,4.0,1.2,0.8,0.4,0.8,2.5,12.0,,2024-25,14.6,0.653,0.515,0.211,3.7,13.9,8.8,6.6,1.5,1.4,8.2,17.4,1.9,1.0,2.9,0.126,0.0,-0.5,-0.5,0.4,IND,training,F,Aaron Nesmith,11000000.0,11.0,62.39,4.0,15.5975,role,0.6649999999999999,48.0,0,0.5487804878048781,0.7158536585365854,62.4,False,True,False,8.67,2.33,2.33,-2.33,60.3,0,0,95.6,95.6,7.823613086770982,55.3,-26.1,33.7,18,1.3,100.0,75.0,168.87,below,6.5,100.0,0.0,0.0,50.0,50.0,unknown,50.0,50.0,50.0,,65.2,good,0,89.2,63.1,61.7,good,3.5,2024-25,23.0,1.7,2.2,50.0,58.1,23.0,100.0,62.4,65.4,62.2,3.2,good,0.2,role,,,1.0,auto_v2,3.0,0.61
